,Site Id,Name,Latitude,Longitude,Basin
200,403206,Buckland River at Buckland,-36.795,146.8466667,Ovens River Basin
201,403233,Buckland River at Harris Lane,-36.72149292,146.8820491,Ovens River Basin
202,403253,Buckland River at Twelve Mile,-36.854944,146.859431,Ovens River Basin
203,409396,Budgee Creek at Sand Ridge Track,-35.89519695,145.0030871,Murray Basin
204,409398,Budgee Creek at War Plain,-35.93579329,144.96740583,Murray Basin
205,403216,Buffalo Creek at Myrtleford,-36.578627,146.713351,Ovens River Basin
206,403222,Buffalo River at Abbeyard,-36.91058935,146.7001479,Ovens River Basin
207,403220,Buffalo River at Lake Buffalo,-36.711606,146.668481,Ovens River Basin
208,403235,Buffalo River at Lake Buffalo (Head Gauge),-36.7159314,146.65514248,Ovens River Basin
209,403204,Buffalo River at Mcguffies Bridge,-36.66666667,146.7,Ovens River Basin
210,403207,Buffalo River at Smiths Suspension Bridge,-36.61666667,146.6833333,Ovens River Basin
211,403254,Buffalo River downstream of Rose River Junction,-36.79495619,146.6652128,Ovens River Basin
212,407290,Bullock Creek at East Loddon,-36.37298939,144.1374429,Loddon River Basin
213,407235,Bullock Creek at Lockwood,-36.87,144.2,Loddon River Basin
214,407246,Bullock Creek at Marong,-36.72893939,144.1360524,Loddon River Basin
215,407287,Bullock Creek at upstream of Box Creek,-35.92254445,144.184492,Loddon River Basin
216,414731,Bumbang Drain at Murray River Outfall,-34.59965,142.791,Murray Basin
217,401413,Bundara River at Bundara,-36.985,147.405,Upper Murray River Basin
218,415249,Bungalally Creek at Mckenzie Creek,-36.81333333,142.205,Wimmera River Basin
219,228200,Bunyip River at Bunyip,-38.1,145.7333333,Bunyip River Basin
220,228207,Bunyip River at Headworks,-37.94378889,145.7418611,Bunyip River Basin
221,228213,Bunyip River at Iona,-38.12763056,145.6860889,Bunyip River Basin
222,228212,Bunyip River at Tonimbuk,-38.02081944,145.7621111,Bunyip River Basin
223,415223,Burnt Creek at Wonwondah East,-36.88537671,142.2340353,Wimmera River Basin
224,401207,Burrowye Creek at Burrowye,-36.03333333,147.55,Upper Murray River Basin
225,236215,Burrumbeet Creek at Lake Burrumbeet,-37.52452,143.67555,Hopkins River Basin
226,401228,Butcher Creek at Omeo,-37.19320069,147.51999358,Upper Murray River Basin
227,415705,Bypass Channel at Lake Lonsdale,-37.03426773,142.585267,Wimmera River Basin
228,407284,Calivil Creek at Wisharts Road,-35.88899545,144.0434175,Loddon River Basin
229,233704,Callahan Channel at Offtake,-38.49931851,143.76116458,Barwon River Basin
230,233205,Callahan Creek at Barwon Downs,-38.48333333,143.75,Barwon River Basin
231,233246,Callahan Creek at Offtake,-38.49914272,143.76059608,Barwon River Basin
232,414605,Callenders Swamp North Of Nangiloc (Wq),-34.43568018,142.3502709,Murray Basin
233,406766,Campaspe Dr No 4 upstream of Northern Highway,-36.31865378,144.6845948,Campaspe River Basin
234,406764,Campaspe Drain No 5 at Outfall,-36.32811882,144.7009897,Campaspe River Basin
235,406754,Campaspe No.1 Channel at Northern Highway,-36.43054857,144.6512156,Campaspe River Basin
236,406208,Campaspe River at Ashbourne,-37.38773265,144.4504776,Campaspe River Basin
237,406206,Campaspe River at Axedale,-36.79277778,144.5063056,Campaspe River Basin
238,406278,Campaspe River at Backhaus Road,-36.6976467,144.5254954,Campaspe River Basin
239,406201,Campaspe River at Barnadown,-36.62921036,144.5545006,Campaspe River Basin
240,406275,Campaspe River at Burnewang-Bonn Road,-36.40602531,144.6938005,Campaspe River Basin
241,406203,Campaspe River at Campaspe Weir,-36.43805556,144.65825,Campaspe River Basin
242,406218,Campaspe River at Campaspe Weir (Head Gauge),-36.4363884,144.6589815,Campaspe River Basin
243,406209,Campaspe River at Carlsruhe,-37.285,144.4966667,Campaspe River Basin
244,406277,Campaspe River at Doaks Reserve,-36.81568167,144.5177198,Campaspe River Basin
245,406265,Campaspe River at Echuca,-36.14472095,144.7353385,Campaspe River Basin
246,406205,Campaspe River at Elmore,-36.49841667,144.6118056,Campaspe River Basin
247,406207,Campaspe River at Eppalock,-36.8433206,144.5301809,Campaspe River Basin
248,406276,Campaspe River at Fehrings Lane,-36.15044215,144.7371189,Campaspe River Basin
249,406219,Campaspe River at Lake Eppalock (Head Gauge),-36.8510207,144.5312227,Campaspe River Basin
250,406225,Campaspe River at Lake Eppalock (O'Let Meas. Weir),-36.84850885,144.5339499,Campaspe River Basin
251,406213,Campaspe River at Redesdale,-37.01512226,144.5402949,Campaspe River Basin
252,406202,Campaspe River at Rochester downstream of Waranga Western Channel Syphon,-36.33193098,144.7009668,Campaspe River Basin
253,221209,Cann River (East Branch) at Weeragua,-37.35543111,149.2070458,East Gippsland Basin
254,221201,Cann River (West Branch) at Weeragua,-37.37293559,149.1986606,East Gippsland Basin
255,221214,Cann River at downstream of Of Cann River,-37.60107723,149.1370946,East Gippsland Basin
256,221206,Cann River at Noorinbee,-37.43388889,149.1972222,East Gippsland Basin
257,221224,Cann River upstream of Cann River Offtake,-37.53864684,149.156689,East Gippsland Basin
258,228205,Cardinia Creek at Beaconsfield,-38.04333333,145.3633333,Bunyip River Basin
259,228222,Cardinia Creek at Beaconsfield Upper,-37.96666667,145.3783333,Bunyip River Basin
260,228228,Cardinia Creek at Cardinia,-38.11913889,145.4013806,Bunyip River Basin
261,414603,Cardross Basin South Of Koorlong (Wq),-34.30901722,142.0899917,Murray Basin
262,235200,Carlisle River at Carlisle River,-38.55833333,143.395,Other
263,405308,Castle Ck at Telford Bridge,-36.784135,145.570699,Goulburn River Basin
264,405246,Castle Creek at Arcadia,-36.59083189,145.3511279,Goulburn River Basin
265,405701,Cattanach Channel at Offtake downstream of,-36.72208902,145.1650115,Goulburn River Basin
266,405702,Cattanach Channel at Waranga Inlet,-36.58666234,145.1275055,Goulburn River Basin
267,236231,Cave Hill Creek at Mount Cole,-37.30427,143.27048,Hopkins River Basin
268,229265,Cement Creek East Branch downstream of Road 18 Crossing,-37.71262625,145.7447604,Yarra River Basin
269,229266,Cement Creek West Branch at Diversion Weir,-37.71863161,145.7374317,Yarra River Basin
270,407335,Centenary Reservoir Head Gauge,-37.074531,143.734516,Loddon River Basin
271,225716,Central Gippsland 1/2 Drain 3 at Drop Structure (Rd500),-38.08531453,146.9030741,Thomson River Basin
272,225717,Central Gippsland 2/3 Drain at Us Of Drain 3 (Rd 500M),-38.09398994,146.8985237,Thomson River Basin
273,225715,Central Gippsland Drain 3 at Nambrok (Rd 1066M),-38.07090719,146.8699168,Thomson River Basin
274,225723,Central Gippsland Drain No 1/3 at downstream of 11/4/1 Junction,-38.08617875,146.8654424,Thomson River Basin
275,225738,Central Gippsland Drain No 2 at Sale-Toongabbie Road,-38.10239219,146.8574288,Thomson River Basin
276,225741,Central Gippsland Drain No 2 upstream of Nambrok Road,-38.06818347,146.8328133,Thomson River Basin
277,225742,Central Gippsland Drain No 2 upstream of Sale-Cowwarr Road,-38.04877394,146.8232039,Thomson River Basin
278,225740,Central Gippsland Drain No 2 upstream of Tinamba-Rosedale Road,-38.11050769,146.8608351,Thomson River Basin
279,225739,Central Gippsland Drain No 2/2 at Dessents,-38.10206508,146.8552737,Thomson River Basin
280,225727,Central Gippsland Drain No 2/3 at Soldiers Rd,-38.07718883,146.8871223,Thomson River Basin
281,225722,Central Gippsland Drain No 3 downstream of No3 O/Fall,-38.05281661,146.8529658,Thomson River Basin
282,225725,Central Gippsland Drain No 3 downstream of O/Fall 11/1,-38.09611878,146.8905146,Thomson River Basin
283,225726,Central Gippsland Drain No 3 downstream of Railway Line,-38.11144653,146.897336,Thomson River Basin
284,225721,Central Gippsland Drain No 3/3 upstream of Outfall,-38.05236525,146.8523968,Thomson River Basin
285,225743,Central Gippsland Drain No 6/2 upstream of Denison Road,-38.05185994,146.8138731,Thomson River Basin
286,225737,Central Gippsland Drain No 8/2 at Denison Road,-38.03943686,146.8174144,Thomson River Basin
287,405710,Central Goulburn (Bray) at No 6Channel - Offtake Meas. Weir,-36.51142691,145.1794227,Goulburn River Basin
288,405708,Central Goulburn (Cussan) at No 3 Channel offtake Meas Weir,-36.55895464,145.2156596,Goulburn River Basin
289,405711,Central Goulburn at No 6 Channel  No Xiv O/Fall,-36.19894382,145.13761878,Goulburn River Basin
290,405715,Central Goulburn at No. 15/6/4 Outfall 7 Chain Mea. Weir,-36.35356075,145.3464075,Goulburn River Basin
291,405712,Central Goulburn at No. 8Channel  - Offtake Measuring Weir,-36.51003118,145.0924391,Goulburn River Basin
292,405714,Central Goulburn at No.9 Channel - Outfall No. Vi,-36.23977539,145.0631214,Goulburn River Basin
293,405716,Central Goulburn Channel 19/6 at Outfall Meausring Weir,-36.22829789,145.2117214,Goulburn River Basin
294,405729,Central Goulburn Channel 20/6 at Lilford Road,-36.34302493,145.1474964,Goulburn River Basin
295,405717,Central Goulburn No 9 Channel at Offtake,-36.53800749,145.0198965,Goulburn River Basin
296,405709,Central Goulburn(Wilson) at No.4Channel offtake Measuring Weir,-36.52469146,145.1981647,Goulburn River Basin
297,414230,Chalka Creek at Messengers Regulator,-34.73502,142.49709,Murray Basin
298,414231,Chalka Creek at Oateys Regulator,-34.63614,142.42966,Murray Basin
299,408703,Channel No 4/4/21/9 O/Fall at Woorinen North,-35.24116239,143.4265707,Avoca River Basin
300,225724,Channel O/Fall 11/4/1 upstream of Junction Cg Dr 1/3,-38.08707936,146.8648706,Thomson River Basin
301,235212,Chapple Creek at Chapple Vale,-38.63166667,143.3233333,Other
302,407365,Charcoal Swamp At Wee Wee Rup Track In Gunbower Forest,-35.75858396,144.2744562,Loddon River Basin
303,415714,Charlton Channel at Mckews,-36.45185365,143.15499758,Wimmera River Basin
304,408207,Cherry Tree Creek at Archdale Junction,-36.88300247,143.488767,Avoca River Basin
305,238229,Chetwynd River at Chetwynd,-37.32146329,141.4807412,Glenelg River Basin
306,236610,Chinaman Swamp at Westmere,-37.69131,143.00925,Hopkins River Basin
307,238603,Church Swamp at South-West Access Track,-37.75,141.083333,Glenelg River Basin
308,233271,Clarkes Creek downstream of Diversion Weir,-37.51459515,143.9313375,Barwon River Basin
309,224216,Clifton Creek at Wy Yung,-37.796,147.6167,Mitchell River Basin
310,227246,Coalition Creek,-38.409367,145.818297,Other
311,227264,Coalition Creek at Leongatha (Spencers Road Bridge),-38.44973718,145.95714934,Other
312,224209,Cobbannah Creek at Near Bairnsdale,-37.66212164,147.3503438,Mitchell River Basin
313,401414,Cobungra River at Below Victoria River,-37.07,147.4683333,Upper Murray River Basin
314,407358,Cockatoo Lagoon at Cnr Lagoon Rd & Dickson Rd,-35.926725,144.354873,Loddon River Basin
315,407359,Cockatoo Lagoon at Cnr Thompsons Bridge Road,-35.910592,144.366392,Loddon River Basin
