Day,Mean,Station,Basin
2022-12-24,90.18041666666666,Murray River at Echuca,Murray Basin
2022-12-25,89.98133333333334,Murray River at Echuca,Murray Basin
2022-12-26,89.77704166666666,Murray River at Echuca,Murray Basin
2022-12-27,89.67,Murray River at Echuca,Murray Basin
2022-10-01,3.9836666666666667,Murray River at Swan Hill,Murray Basin
2022-10-02,3.9942499999999996,Murray River at Swan Hill,Murray Basin
2022-10-03,4.00175,Murray River at Swan Hill,Murray Basin
2022-10-04,4.00475,Murray River at Swan Hill,Murray Basin
2022-10-05,4.030541666666667,Murray River at Swan Hill,Murray Basin
2022-10-06,4.050375,Murray River at Swan Hill,Murray Basin
2022-10-07,4.064416666666667,Murray River at Swan Hill,Murray Basin
2022-10-08,4.067208333333333,Murray River at Swan Hill,Murray Basin
2022-10-09,4.074041666666667,Murray River at Swan Hill,Murray Basin
2022-10-10,4.079375,Murray River at Swan Hill,Murray Basin
2022-10-11,4.084208333333334,Murray River at Swan Hill,Murray Basin
2022-10-12,4.1031249999999995,Murray River at Swan Hill,Murray Basin
2022-10-13,4.188583333333333,Murray River at Swan Hill,Murray Basin
2022-10-14,4.201291666666667,Murray River at Swan Hill,Murray Basin
2022-10-15,4.199458333333333,Murray River at Swan Hill,Murray Basin
2022-10-16,4.200083333333333,Murray River at Swan Hill,Murray Basin
2022-10-17,4.205583333333333,Murray River at Swan Hill,Murray Basin
2022-10-18,4.21225,Murray River at Swan Hill,Murray Basin
2022-10-19,4.218166666666666,Murray River at Swan Hill,Murray Basin
2022-10-20,4.226,Murray River at Swan Hill,Murray Basin
2022-10-21,4.240208333333333,Murray River at Swan Hill,Murray Basin
2022-10-22,4.259875,Murray River at Swan Hill,Murray Basin
2022-10-23,4.288166666666666,Murray River at Swan Hill,Murray Basin
2022-10-24,4.359458333333333,Murray River at Swan Hill,Murray Basin
2022-10-25,4.402125,Murray River at Swan Hill,Murray Basin
2022-10-26,4.409583333333333,Murray River at Swan Hill,Murray Basin
2022-10-27,4.417,Murray River at Swan Hill,Murray Basin
2022-10-28,4.425791666666666,Murray River at Swan Hill,Murray Basin
2022-10-29,4.418291666666667,Murray River at Swan Hill,Murray Basin
2022-10-30,4.408083333333333,Murray River at Swan Hill,Murray Basin
2022-10-31,4.414041666666667,Murray River at Swan Hill,Murray Basin
2022-11-01,4.4402083333333335,Murray River at Swan Hill,Murray Basin
2022-11-02,4.454166666666667,Murray River at Swan Hill,Murray Basin
2022-11-03,4.474458333333334,Murray River at Swan Hill,Murray Basin
2022-11-04,4.509416666666667,Murray River at Swan Hill,Murray Basin
2022-11-05,4.5409999999999995,Murray River at Swan Hill,Murray Basin
2022-11-06,4.565708333333333,Murray River at Swan Hill,Murray Basin
2022-11-07,4.58375,Murray River at Swan Hill,Murray Basin
2022-11-08,4.5925,Murray River at Swan Hill,Murray Basin
2022-11-09,4.587583333333334,Murray River at Swan Hill,Murray Basin
2022-11-10,4.579291666666667,Murray River at Swan Hill,Murray Basin
2022-11-11,4.563458333333333,Murray River at Swan Hill,Murray Basin
2022-11-12,4.55025,Murray River at Swan Hill,Murray Basin
2022-11-13,4.590375,Murray River at Swan Hill,Murray Basin
2022-11-14,4.600583333333334,Murray River at Swan Hill,Murray Basin
2022-11-15,4.601583333333333,Murray River at Swan Hill,Murray Basin
2022-11-16,4.597458333333333,Murray River at Swan Hill,Murray Basin
2022-11-17,4.588875,Murray River at Swan Hill,Murray Basin
2022-11-18,4.580958333333334,Murray River at Swan Hill,Murray Basin
2022-11-19,4.575541666666667,Murray River at Swan Hill,Murray Basin
2022-11-20,4.56575,Murray River at Swan Hill,Murray Basin
2022-11-21,4.5477083333333335,Murray River at Swan Hill,Murray Basin
2022-11-22,4.534666666666666,Murray River at Swan Hill,Murray Basin
2022-11-23,4.526458333333333,Murray River at Swan Hill,Murray Basin
2022-11-24,4.515333333333333,Murray River at Swan Hill,Murray Basin
2022-11-25,4.502583333333333,Murray River at Swan Hill,Murray Basin
2022-11-26,4.491625,Murray River at Swan Hill,Murray Basin
2022-11-27,4.4751666666666665,Murray River at Swan Hill,Murray Basin
2022-11-28,4.462458333333333,Murray River at Swan Hill,Murray Basin
2022-11-29,4.4504166666666665,Murray River at Swan Hill,Murray Basin
2022-11-30,4.439208333333333,Murray River at Swan Hill,Murray Basin
2022-12-01,4.430166666666667,Murray River at Swan Hill,Murray Basin
2022-12-02,4.4271666666666665,Murray River at Swan Hill,Murray Basin
2022-12-03,4.422916666666667,Murray River at Swan Hill,Murray Basin
2022-12-04,4.420458333333333,Murray River at Swan Hill,Murray Basin
2022-12-05,4.412958333333333,Murray River at Swan Hill,Murray Basin
2022-12-06,4.4106250000000005,Murray River at Swan Hill,Murray Basin
2022-12-07,4.406166666666667,Murray River at Swan Hill,Murray Basin
2022-12-08,4.399666666666667,Murray River at Swan Hill,Murray Basin
2022-12-09,4.393666666666666,Murray River at Swan Hill,Murray Basin
2022-12-10,4.386833333333333,Murray River at Swan Hill,Murray Basin
2022-12-11,4.3769583333333335,Murray River at Swan Hill,Murray Basin
2022-12-12,4.368083333333334,Murray River at Swan Hill,Murray Basin
2022-12-13,4.3577916666666665,Murray River at Swan Hill,Murray Basin
2022-12-14,4.3505,Murray River at Swan Hill,Murray Basin
2022-12-15,4.331833333333333,Murray River at Swan Hill,Murray Basin
2022-12-16,4.311333333333333,Murray River at Swan Hill,Murray Basin
2022-12-17,4.290916666666667,Murray River at Swan Hill,Murray Basin
2022-12-18,4.268083333333333,Murray River at Swan Hill,Murray Basin
2022-12-19,4.245166666666667,Murray River at Swan Hill,Murray Basin
2022-12-20,4.221958333333333,Murray River at Swan Hill,Murray Basin
2022-12-21,4.198958333333334,Murray River at Swan Hill,Murray Basin
2022-12-22,4.1758750000000004,Murray River at Swan Hill,Murray Basin
2022-12-23,4.148874999999999,Murray River at Swan Hill,Murray Basin
2022-12-24,4.121125,Murray River at Swan Hill,Murray Basin
2022-12-25,4.100291666666666,Murray River at Swan Hill,Murray Basin
2022-12-26,4.07825,Murray River at Swan Hill,Murray Basin
2022-12-27,4.067,Murray River at Swan Hill,Murray Basin
2022-10-01,7.526416666666666,Murray River at Torrumbarry,Murray Basin
2022-10-02,7.520875,Murray River at Torrumbarry,Murray Basin
2022-10-03,7.515791666666666,Murray River at Torrumbarry,Murray Basin
2022-10-04,7.517291666666666,Murray River at Torrumbarry,Murray Basin
2022-10-05,7.53175,Murray River at Torrumbarry,Murray Basin
2022-10-06,7.539958333333334,Murray River at Torrumbarry,Murray Basin
2022-10-07,7.560458333333333,Murray River at Torrumbarry,Murray Basin
2022-10-08,7.580541666666666,Murray River at Torrumbarry,Murray Basin
2022-10-09,7.626166666666666,Murray River at Torrumbarry,Murray Basin
2022-10-10,7.671625,Murray River at Torrumbarry,Murray Basin
2022-10-11,7.700625,Murray River at Torrumbarry,Murray Basin
2022-10-12,7.712958333333333,Murray River at Torrumbarry,Murray Basin
2022-10-13,7.7315000000000005,Murray River at Torrumbarry,Murray Basin
2022-10-14,7.736833333333333,Murray River at Torrumbarry,Murray Basin
2022-10-15,7.7599583333333335,Murray River at Torrumbarry,Murray Basin
2022-10-16,7.791083333333333,Murray River at Torrumbarry,Murray Basin
2022-10-17,7.818541666666667,Murray River at Torrumbarry,Murray Basin
2022-10-18,7.824416666666667,Murray River at Torrumbarry,Murray Basin
2022-10-19,7.827208333333334,Murray River at Torrumbarry,Murray Basin
2022-10-20,7.828458333333334,Murray River at Torrumbarry,Murray Basin
2022-10-21,7.828541666666666,Murray River at Torrumbarry,Murray Basin
2022-10-22,7.830749999999999,Murray River at Torrumbarry,Murray Basin
2022-10-23,7.830958333333334,Murray River at Torrumbarry,Murray Basin
2022-10-24,7.83275,Murray River at Torrumbarry,Murray Basin
2022-10-25,7.830958333333334,Murray River at Torrumbarry,Murray Basin
2022-10-26,7.830500000000001,Murray River at Torrumbarry,Murray Basin
2022-10-27,7.831458333333334,Murray River at Torrumbarry,Murray Basin
2022-10-28,7.831375,Murray River at Torrumbarry,Murray Basin
2022-10-29,7.831041666666667,Murray River at Torrumbarry,Murray Basin
2022-10-30,7.830416666666667,Murray River at Torrumbarry,Murray Basin
2022-10-31,7.830958333333334,Murray River at Torrumbarry,Murray Basin
2022-11-01,7.831125,Murray River at Torrumbarry,Murray Basin
2022-11-02,7.830541666666666,Murray River at Torrumbarry,Murray Basin
2022-11-03,7.830125,Murray River at Torrumbarry,Murray Basin
2022-11-04,7.828375,Murray River at Torrumbarry,Murray Basin
2022-11-05,7.826583333333333,Murray River at Torrumbarry,Murray Basin
2022-11-06,7.824625,Murray River at Torrumbarry,Murray Basin
2022-11-07,7.821041666666667,Murray River at Torrumbarry,Murray Basin
2022-11-08,7.818083333333333,Murray River at Torrumbarry,Murray Basin
2022-11-09,7.815458333333333,Murray River at Torrumbarry,Murray Basin
2022-11-10,7.812124999999999,Murray River at Torrumbarry,Murray Basin
2022-11-11,7.8097916666666665,Murray River at Torrumbarry,Murray Basin
2022-11-12,7.808666666666666,Murray River at Torrumbarry,Murray Basin
2022-11-13,7.808708333333333,Murray River at Torrumbarry,Murray Basin
2022-11-14,7.808083333333333,Murray River at Torrumbarry,Murray Basin
2022-11-15,7.806875000000001,Murray River at Torrumbarry,Murray Basin
2022-11-16,7.8077499999999995,Murray River at Torrumbarry,Murray Basin
2022-11-17,7.8069999999999995,Murray River at Torrumbarry,Murray Basin
2022-11-18,7.8095,Murray River at Torrumbarry,Murray Basin
2022-11-19,7.8088750000000005,Murray River at Torrumbarry,Murray Basin
2022-11-20,7.807291666666667,Murray River at Torrumbarry,Murray Basin
2022-11-21,7.807125,Murray River at Torrumbarry,Murray Basin
2022-11-22,7.809666666666666,Murray River at Torrumbarry,Murray Basin
2022-11-23,7.811,Murray River at Torrumbarry,Murray Basin
2022-11-24,7.813916666666667,Murray River at Torrumbarry,Murray Basin
2022-11-25,7.813833333333334,Murray River at Torrumbarry,Murray Basin
2022-11-26,7.8138749999999995,Murray River at Torrumbarry,Murray Basin
2022-11-27,7.811416666666666,Murray River at Torrumbarry,Murray Basin
2022-11-28,7.8101666666666665,Murray River at Torrumbarry,Murray Basin
2022-11-29,7.808458333333333,Murray River at Torrumbarry,Murray Basin
2022-11-30,7.805875,Murray River at Torrumbarry,Murray Basin
2022-12-01,7.80375,Murray River at Torrumbarry,Murray Basin
2022-12-02,7.801291666666667,Murray River at Torrumbarry,Murray Basin
2022-12-03,7.797208333333334,Murray River at Torrumbarry,Murray Basin
2022-12-04,7.791916666666666,Murray River at Torrumbarry,Murray Basin
2022-12-05,7.781291666666667,Murray River at Torrumbarry,Murray Basin
2022-12-06,7.768375,Murray River at Torrumbarry,Murray Basin
2022-12-07,7.751833333333334,Murray River at Torrumbarry,Murray Basin
2022-12-08,7.72525,Murray River at Torrumbarry,Murray Basin
2022-12-09,7.6925,Murray River at Torrumbarry,Murray Basin
2022-12-10,7.6487083333333326,Murray River at Torrumbarry,Murray Basin
2022-12-11,7.595166666666667,Murray River at Torrumbarry,Murray Basin
2022-12-12,7.5285,Murray River at Torrumbarry,Murray Basin
2022-12-13,7.452833333333333,Murray River at Torrumbarry,Murray Basin
2022-12-14,7.378791666666667,Murray River at Torrumbarry,Murray Basin
2022-12-15,7.297250000000001,Murray River at Torrumbarry,Murray Basin
2022-12-16,7.223291666666667,Murray River at Torrumbarry,Murray Basin
2022-12-17,7.152875000000001,Murray River at Torrumbarry,Murray Basin
2022-12-18,7.080166666666667,Murray River at Torrumbarry,Murray Basin
2022-12-19,6.993708333333333,Murray River at Torrumbarry,Murray Basin
2022-12-20,6.869208333333333,Murray River at Torrumbarry,Murray Basin
2022-12-21,6.738291666666666,Murray River at Torrumbarry,Murray Basin
2022-12-22,6.630125,Murray River at Torrumbarry,Murray Basin
2022-12-23,6.526541666666667,Murray River at Torrumbarry,Murray Basin
2022-12-24,6.394166666666667,Murray River at Torrumbarry,Murray Basin
2022-12-25,6.234875,Murray River at Torrumbarry,Murray Basin
2022-12-26,6.065833333333334,Murray River at Torrumbarry,Murray Basin
2022-12-27,5.983,Murray River at Torrumbarry,Murray Basin
2022-10-01,,Murray River at Koondrook,Murray Basin
2022-10-02,,Murray River at Koondrook,Murray Basin
2022-10-03,,Murray River at Koondrook,Murray Basin
2022-10-04,,Murray River at Koondrook,Murray Basin
2022-10-05,,Murray River at Koondrook,Murray Basin
2022-10-06,,Murray River at Koondrook,Murray Basin
2022-10-07,,Murray River at Koondrook,Murray Basin
2022-10-08,,Murray River at Koondrook,Murray Basin
2022-10-09,,Murray River at Koondrook,Murray Basin
2022-10-10,,Murray River at Koondrook,Murray Basin
2022-10-11,,Murray River at Koondrook,Murray Basin
2022-10-12,,Murray River at Koondrook,Murray Basin
2022-10-13,,Murray River at Koondrook,Murray Basin
2022-10-14,,Murray River at Koondrook,Murray Basin
2022-10-15,,Murray River at Koondrook,Murray Basin
2022-10-16,,Murray River at Koondrook,Murray Basin
2022-10-17,,Murray River at Koondrook,Murray Basin
2022-10-18,,Murray River at Koondrook,Murray Basin
2022-10-19,,Murray River at Koondrook,Murray Basin
2022-10-20,,Murray River at Koondrook,Murray Basin
2022-10-21,,Murray River at Koondrook,Murray Basin
2022-10-22,,Murray River at Koondrook,Murray Basin
2022-10-23,,Murray River at Koondrook,Murray Basin
2022-10-24,,Murray River at Koondrook,Murray Basin
2022-10-25,,Murray River at Koondrook,Murray Basin
2022-10-26,,Murray River at Koondrook,Murray Basin
2022-10-27,,Murray River at Koondrook,Murray Basin
2022-10-28,,Murray River at Koondrook,Murray Basin
2022-10-29,,Murray River at Koondrook,Murray Basin
2022-10-30,,Murray River at Koondrook,Murray Basin
2022-10-31,,Murray River at Koondrook,Murray Basin
2022-11-01,,Murray River at Koondrook,Murray Basin
2022-11-02,,Murray River at Koondrook,Murray Basin
2022-11-03,,Murray River at Koondrook,Murray Basin
2022-11-04,,Murray River at Koondrook,Murray Basin
2022-11-05,,Murray River at Koondrook,Murray Basin
2022-11-06,,Murray River at Koondrook,Murray Basin
2022-11-07,,Murray River at Koondrook,Murray Basin
2022-11-08,,Murray River at Koondrook,Murray Basin
2022-11-09,,Murray River at Koondrook,Murray Basin
2022-11-10,,Murray River at Koondrook,Murray Basin
2022-11-11,,Murray River at Koondrook,Murray Basin
2022-11-12,,Murray River at Koondrook,Murray Basin
2022-11-13,,Murray River at Koondrook,Murray Basin
2022-11-14,,Murray River at Koondrook,Murray Basin
2022-11-15,,Murray River at Koondrook,Murray Basin
2022-11-16,,Murray River at Koondrook,Murray Basin
2022-11-17,,Murray River at Koondrook,Murray Basin
2022-11-18,,Murray River at Koondrook,Murray Basin
2022-11-19,,Murray River at Koondrook,Murray Basin
2022-11-20,,Murray River at Koondrook,Murray Basin
2022-11-21,,Murray River at Koondrook,Murray Basin
2022-11-22,,Murray River at Koondrook,Murray Basin
2022-11-23,,Murray River at Koondrook,Murray Basin
2022-11-24,,Murray River at Koondrook,Murray Basin
2022-11-25,,Murray River at Koondrook,Murray Basin
2022-11-26,,Murray River at Koondrook,Murray Basin
2022-11-27,,Murray River at Koondrook,Murray Basin
2022-11-28,,Murray River at Koondrook,Murray Basin
2022-11-29,,Murray River at Koondrook,Murray Basin
2022-11-30,,Murray River at Koondrook,Murray Basin
2022-12-01,,Murray River at Koondrook,Murray Basin
2022-12-02,,Murray River at Koondrook,Murray Basin
2022-12-03,,Murray River at Koondrook,Murray Basin
2022-12-04,,Murray River at Koondrook,Murray Basin
2022-12-05,,Murray River at Koondrook,Murray Basin
2022-12-06,,Murray River at Koondrook,Murray Basin
2022-12-07,,Murray River at Koondrook,Murray Basin
2022-12-08,,Murray River at Koondrook,Murray Basin
2022-12-09,,Murray River at Koondrook,Murray Basin
2022-12-10,,Murray River at Koondrook,Murray Basin
2022-12-11,,Murray River at Koondrook,Murray Basin
2022-12-12,,Murray River at Koondrook,Murray Basin
2022-12-13,,Murray River at Koondrook,Murray Basin
2022-12-14,,Murray River at Koondrook,Murray Basin
2022-12-15,,Murray River at Koondrook,Murray Basin
2022-12-16,,Murray River at Koondrook,Murray Basin
2022-12-17,,Murray River at Koondrook,Murray Basin
2022-12-18,,Murray River at Koondrook,Murray Basin
2022-12-19,,Murray River at Koondrook,Murray Basin
2022-12-20,,Murray River at Koondrook,Murray Basin
2022-12-21,,Murray River at Koondrook,Murray Basin
2022-12-22,,Murray River at Koondrook,Murray Basin
2022-12-23,,Murray River at Koondrook,Murray Basin
2022-12-24,,Murray River at Koondrook,Murray Basin
2022-12-25,,Murray River at Koondrook,Murray Basin
2022-12-26,,Murray River at Koondrook,Murray Basin
2022-12-27,,Murray River at Koondrook,Murray Basin
2022-10-01,,Murray River at Piangil,Murray Basin
2022-10-02,,Murray River at Piangil,Murray Basin
2022-10-03,,Murray River at Piangil,Murray Basin
2022-10-04,,Murray River at Piangil,Murray Basin
2022-10-05,,Murray River at Piangil,Murray Basin
2022-10-06,,Murray River at Piangil,Murray Basin
2022-10-07,,Murray River at Piangil,Murray Basin
2022-10-08,,Murray River at Piangil,Murray Basin
2022-10-09,,Murray River at Piangil,Murray Basin
2022-10-10,,Murray River at Piangil,Murray Basin
2022-10-11,,Murray River at Piangil,Murray Basin
2022-10-12,,Murray River at Piangil,Murray Basin
2022-10-13,,Murray River at Piangil,Murray Basin
2022-10-14,,Murray River at Piangil,Murray Basin
2022-10-15,,Murray River at Piangil,Murray Basin
2022-10-16,,Murray River at Piangil,Murray Basin
2022-10-17,,Murray River at Piangil,Murray Basin
2022-10-18,,Murray River at Piangil,Murray Basin
2022-10-19,,Murray River at Piangil,Murray Basin
2022-10-20,,Murray River at Piangil,Murray Basin
2022-10-21,,Murray River at Piangil,Murray Basin
2022-10-22,,Murray River at Piangil,Murray Basin
2022-10-23,,Murray River at Piangil,Murray Basin
2022-10-24,,Murray River at Piangil,Murray Basin
2022-10-25,,Murray River at Piangil,Murray Basin
2022-10-26,,Murray River at Piangil,Murray Basin
2022-10-27,,Murray River at Piangil,Murray Basin
2022-10-28,,Murray River at Piangil,Murray Basin
2022-10-29,,Murray River at Piangil,Murray Basin
2022-10-30,,Murray River at Piangil,Murray Basin
2022-10-31,,Murray River at Piangil,Murray Basin
2022-11-01,,Murray River at Piangil,Murray Basin
2022-11-02,,Murray River at Piangil,Murray Basin
2022-11-03,,Murray River at Piangil,Murray Basin
2022-11-04,,Murray River at Piangil,Murray Basin
2022-11-05,,Murray River at Piangil,Murray Basin
2022-11-06,,Murray River at Piangil,Murray Basin
2022-11-07,,Murray River at Piangil,Murray Basin
2022-11-08,,Murray River at Piangil,Murray Basin
2022-11-09,,Murray River at Piangil,Murray Basin
2022-11-10,,Murray River at Piangil,Murray Basin
2022-11-11,,Murray River at Piangil,Murray Basin
2022-11-12,,Murray River at Piangil,Murray Basin
2022-11-13,,Murray River at Piangil,Murray Basin
2022-11-14,,Murray River at Piangil,Murray Basin
2022-11-15,,Murray River at Piangil,Murray Basin
2022-11-16,,Murray River at Piangil,Murray Basin
2022-11-17,,Murray River at Piangil,Murray Basin
2022-11-18,,Murray River at Piangil,Murray Basin
2022-11-19,,Murray River at Piangil,Murray Basin
2022-11-20,,Murray River at Piangil,Murray Basin
2022-11-21,,Murray River at Piangil,Murray Basin
2022-11-22,,Murray River at Piangil,Murray Basin
2022-11-23,,Murray River at Piangil,Murray Basin
2022-11-24,,Murray River at Piangil,Murray Basin
2022-11-25,,Murray River at Piangil,Murray Basin
2022-11-26,,Murray River at Piangil,Murray Basin
2022-11-27,,Murray River at Piangil,Murray Basin
2022-11-28,,Murray River at Piangil,Murray Basin
2022-11-29,,Murray River at Piangil,Murray Basin
2022-11-30,,Murray River at Piangil,Murray Basin
2022-12-01,,Murray River at Piangil,Murray Basin
2022-12-02,,Murray River at Piangil,Murray Basin
2022-12-03,,Murray River at Piangil,Murray Basin
2022-12-04,,Murray River at Piangil,Murray Basin
2022-12-05,,Murray River at Piangil,Murray Basin
2022-12-06,,Murray River at Piangil,Murray Basin
2022-12-07,,Murray River at Piangil,Murray Basin
2022-12-08,,Murray River at Piangil,Murray Basin
2022-12-09,,Murray River at Piangil,Murray Basin
2022-12-10,,Murray River at Piangil,Murray Basin
2022-12-11,,Murray River at Piangil,Murray Basin
2022-12-12,,Murray River at Piangil,Murray Basin
2022-12-13,,Murray River at Piangil,Murray Basin
2022-12-14,,Murray River at Piangil,Murray Basin
2022-12-15,,Murray River at Piangil,Murray Basin
2022-12-16,,Murray River at Piangil,Murray Basin
2022-12-17,,Murray River at Piangil,Murray Basin
2022-12-18,,Murray River at Piangil,Murray Basin
2022-12-19,,Murray River at Piangil,Murray Basin
2022-12-20,,Murray River at Piangil,Murray Basin
2022-12-21,,Murray River at Piangil,Murray Basin
2022-12-22,,Murray River at Piangil,Murray Basin
2022-12-23,,Murray River at Piangil,Murray Basin
2022-12-24,,Murray River at Piangil,Murray Basin
2022-12-25,,Murray River at Piangil,Murray Basin
2022-12-26,,Murray River at Piangil,Murray Basin
2022-12-27,,Murray River at Piangil,Murray Basin
2022-10-01,,Goulburn River at Tallarook (Camp Hill),Goulburn River Basin
2022-10-02,,Goulburn River at Tallarook (Camp Hill),Goulburn River Basin
2022-10-03,,Goulburn River at Tallarook (Camp Hill),Goulburn River Basin
2022-10-04,,Goulburn River at Tallarook (Camp Hill),Goulburn River Basin
2022-10-05,,Goulburn River at Tallarook (Camp Hill),Goulburn River Basin
2022-10-06,,Goulburn River at Tallarook (Camp Hill),Goulburn River Basin
2022-10-07,,Goulburn River at Tallarook (Camp Hill),Goulburn River Basin
2022-10-08,,Goulburn River at Tallarook (Camp Hill),Goulburn River Basin
2022-10-09,,Goulburn River at Tallarook (Camp Hill),Goulburn River Basin
2022-10-10,,Goulburn River at Tallarook (Camp Hill),Goulburn River Basin
2022-10-11,,Goulburn River at Tallarook (Camp Hill),Goulburn River Basin
2022-10-12,,Goulburn River at Tallarook (Camp Hill),Goulburn River Basin
2022-10-13,,Goulburn River at Tallarook (Camp Hill),Goulburn River Basin
2022-10-14,,Goulburn River at Tallarook (Camp Hill),Goulburn River Basin
2022-10-15,,Goulburn River at Tallarook (Camp Hill),Goulburn River Basin
2022-10-16,,Goulburn River at Tallarook (Camp Hill),Goulburn River Basin
2022-10-17,,Goulburn River at Tallarook (Camp Hill),Goulburn River Basin
2022-10-18,,Goulburn River at Tallarook (Camp Hill),Goulburn River Basin
2022-10-19,,Goulburn River at Tallarook (Camp Hill),Goulburn River Basin
2022-10-20,,Goulburn River at Tallarook (Camp Hill),Goulburn River Basin
2022-10-21,,Goulburn River at Tallarook (Camp Hill),Goulburn River Basin
